pc1	pc2	protein	pc4	ko	extra
df	oid	8707	loc	K01693	hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
df	oid	8708	loc	K22856	EEF1AKMT2, EFM4, METTL10; EEF1A lysine methyltransferase 2 [EC:2.1.1.-]
df	oid	8709	loc	K00860	cysC; adenylylsulfate kinase [EC:2.7.1.25]
df	oid	8710	loc		
df	oid	8711	loc	K25178	CCDC174; coiled-coil domain-containing protein 174
df	oid	8712	loc	K00914	PIK3C3, VPS34; phosphatidylinositol 3-kinase [EC:2.7.1.137]
df	oid	8713	loc		
df	oid	8714	loc	K25186	RTF2; replication termination factor 2
df	oid	8715	loc	K01358	clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
df	oid	8716	loc	K04640	GNA; guanine nucleotide-binding protein subunit alpha, other
df	oid	8717	loc	K12825	SF3A1, SAP114; splicing factor 3A subunit 1
df	oid	8718	loc	K17439	MRPL35; large subunit ribosomal protein L35
df	oid	8719	loc		
df	oid	8720	loc	K14298	RAE1, GLE2; mRNA export factor
df	oid	8721	loc	K02258	COX11, ctaG; cytochrome c oxidase assembly protein subunit 11
df	oid	8722	loc		
df	oid	8724	loc	K02727	PSMA3; 20S proteasome subunit alpha 7 [EC:3.4.25.1]
df	oid	8725	loc	K01556	KYNU, kynU; kynureninase [EC:3.7.1.3]
df	oid	8726	loc		
df	oid	8730	loc	K15360	STRA13, CENPX, MHF2; centromere protein X
df	oid	8731	loc	K14776	DDX10, DBP4; ATP-dependent RNA helicase DDX10/DBP4 [EC:5.6.2.7]
df	oid	8732	loc		
df	oid	8733	loc	K17945	TPM1_2; tropomyosin, fungi type
df	oid	8734	loc		
df	oid	8735	loc		
df	oid	8736	loc		
df	oid	8737	loc		
df	oid	8738	loc		
df	oid	8739	loc		
df	oid	8740	loc		
df	oid	8741	loc	K08997	SELENOO, selO; protein adenylyltransferase [EC:2.7.7.108]
df	oid	8743	loc		
df	oid	8744	loc	K00381	cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
df	oid	8745	loc		
df	oid	8746	loc	K05012	CLCN3_4_5; chloride channel 3/4/5
df	oid	8747	loc		
df	oid	8748	loc	K15322	TSEN2; tRNA-splicing endonuclease subunit Sen2 [EC:4.6.1.16]
df	oid	8749	loc	K10415	DYNC1I, DNCI; dynein cytoplasmic 1 intermediate chain
df	oid	8751	loc	K02922	RP-L37e, RPL37; large subunit ribosomal protein L37e
df	oid	8752	loc	K02977	RP-S27Ae, RPS27A, UBA80; ubiquitin-small subunit ribosomal protein S27Ae
df	oid	8757	loc		
df	oid	8758	loc	K00869	MVK, mvaK1; mevalonate kinase [EC:2.7.1.36]
df	oid	8759	loc	K01760	metC; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
df	oid	8760	loc	K12834	PHF5A; PHD finger-like domain-containing protein 5A
df	oid	8762	loc		
df	oid	8763	loc		
df	oid	8764	loc	K07478	ycaJ; putative ATPase
df	oid	8765	loc		
df	oid	8766	loc		
df	oid	8767	loc	K06874	ZPR1; zinc finger protein ZPR1
df	oid	8768	loc	K00728	POMT, pmt; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
df	oid	8769	loc		
df	oid	8770	loc		
df	oid	8772	loc		
df	oid	8773	loc	K11372	HIF1; HAT1-interacting factor 1
df	oid	8774	loc		
df	oid	8777	loc	K00667	FAS2; fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]
df	oid	8778	loc		
df	oid	8779	loc	K12862	PLRG1, PRL1, PRP46; pleiotropic regulator 1
df	oid	8781	loc	K00227	SC5DL, ERG3; Delta7-sterol 5-desaturase [EC:1.14.19.20]
df	oid	8782	loc		
df	oid	8783	loc	K03511	POLK; DNA polymerase kappa [EC:2.7.7.7]
df	oid	8785	loc	K20318	SYS1; protein SYS1
df	oid	8786	loc		
df	oid	8787	loc		
df	oid	8788	loc	K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]
df	oid	8789	loc	K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]
df	oid	8790	loc		
df	oid	8791	loc		
df	oid	8792	loc		
df	oid	8793	loc		
df	oid	8796	loc		
df	oid	8797	loc		
df	oid	8798	loc		
df	oid	8799	loc		
df	oid	8800	loc	K13335	PEX16; peroxin-16
df	oid	8801	loc	K03247	EIF3H; translation initiation factor 3 subunit H
df	oid	8802	loc	K08738	CYC; cytochrome c
df	oid	8803	loc	K14845	RAI1, DOM3Z; RAT1-interacting protein
df	oid	8804	loc		
df	oid	8807	loc		
df	oid	8808	loc		
df	oid	8809	loc	K13989	DERL2_3; Derlin-2/3
df	oid	8810	loc	K11835	USP4_11, UBP12; ubiquitin carboxyl-terminal hydrolase 4/11 [EC:3.4.19.12]
df	oid	8811	loc		
df	oid	8812	loc		
df	oid	8813	loc	K03768	PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
df	oid	8814	loc	K00254	DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
df	oid	8815	loc		
df	oid	8816	loc	K20221	IPO4, RANBP4; importin-4
df	oid	8817	loc		
df	oid	8818	loc		
df	oid	8819	loc	K00830	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
df	oid	8823	loc	K11253	H3; histone H3
df	oid	8824	loc		
df	oid	8825	loc	K14963	WDR5, SWD3, CPS30; COMPASS component SWD3
df	oid	8826	loc	K19323	ATXN10; ataxin-10
df	oid	8827	loc	K10598	PPIL2, CYC4, CHP60; peptidyl-prolyl cis-trans isomerase-like 2 [EC:5.2.1.8]
df	oid	8828	loc		
df	oid	8833	loc		
df	oid	8835	loc	K07748	NSDHL, ERG26; sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]
df	oid	8837	loc	K28063	ESYT, TCB, SYT; extended synaptotagmin
df	oid	8838	loc		
df	oid	8839	loc		
df	oid	8840	loc		
df	oid	8841	loc		
df	oid	8843	loc		
df	oid	8844	loc	K02951	RP-S12e, RPS12; small subunit ribosomal protein S12e
df	oid	8845	loc	K10256	FAD2; omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.6 1.14.19.22]
df	oid	8846	loc		
df	oid	8847	loc	K17302	COPB2, SEC27; coatomer subunit beta'
df	oid	8848	loc		
df	oid	8849	loc	K11756	RSC1_2; chromatin structure-remodeling complex subunit RSC1/2
df	oid	8851	loc		
df	oid	8852	loc		
df	oid	8853	loc	K13278	ASPG; 60kDa lysophospholipase [EC:3.1.1.5 3.1.1.47 3.5.1.1]
df	oid	8854	loc		
df	oid	8855	loc		
df	oid	8857	loc	K07179	RIOK2; RIO kinase 2 [EC:2.7.11.1]
df	oid	8858	loc		
df	oid	8859	loc	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]
df	oid	8860	loc		
df	oid	8861	loc		
df	oid	8862	loc	K07179	RIOK2; RIO kinase 2 [EC:2.7.11.1]
df	oid	8863	loc	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]
df	oid	8864	loc		
df	oid	8866	loc	K07179	RIOK2; RIO kinase 2 [EC:2.7.11.1]
df	oid	8867	loc	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]
df	oid	8868	loc		
df	oid	8869	loc	K11338	RUVBL2, RVB2, INO80J; RuvB-like protein 2 [EC:5.6.2.3]
df	oid	8870	loc		
df	oid	8873	loc		
df	oid	8874	loc	K08793	STK32, YANK; serine/threonine kinase 32 [EC:2.7.11.1]
df	oid	8875	loc		
df	oid	8876	loc	K16466	CETN3, CDC31; centrin-3
df	oid	8877	loc		
df	oid	8878	loc	K01922	PPCS, COAB; phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51]
df	oid	8879	loc		
df	oid	8880	loc		
df	oid	8881	loc		
df	oid	8882	loc	K06689	UBE2D, UBC4, UBC5; ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23]
df	oid	8884	loc	K04482	RAD51; DNA repair protein RAD51
df	oid	8885	loc	K07508	ACAA2; acetyl-CoA acyltransferase 2 [EC:2.3.1.16]
df	oid	8886	loc		
df	oid	8887	loc		
df	oid	8889	loc	K15102	SLC25A3, PHC, PIC; solute carrier family 25 (mitochondrial phosphate transporter), member 3
df	oid	8890	loc	K13026	DHX57; ATP-dependent RNA helicase DHX57 [EC:5.6.2.6]
df	oid	8891	loc	K11644	SIN3A; paired amphipathic helix protein Sin3a
df	oid	8892	loc		
df	oid	8893	loc	K01265	map; methionyl aminopeptidase [EC:3.4.11.18]
df	oid	8894	loc	K02915	RP-L34e, RPL34; large subunit ribosomal protein L34e
df	oid	8899	loc		
df	oid	8900	loc	K05355	hexPS, COQ1; hexaprenyl diphosphate synthase [EC:2.5.1.82 2.5.1.83]
df	oid	8901	loc	K17759	NAXE, nnrE; NAD(P)H-hydrate epimerase [EC:5.1.99.6]
df	oid	8902	loc	K08054	CANX; calnexin
df	oid	8903	loc		
df	oid	8904	loc	K09548	PFDN1; prefoldin subunit 1
df	oid	8905	loc		
df	oid	8908	loc	K00698	CHS1; chitin synthase [EC:2.4.1.16]
df	oid	8909	loc	K03964	NDUFB8; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 8
df	oid	8910	loc	K27398	CWC2; pre-mRNA-splicing factor CWC2
df	oid	8911	loc		
df	oid	8912	loc		
df	oid	8913	loc		
df	oid	8914	loc	K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]
df	oid	8915	loc		
df	oid	8916	loc	K15084	SLC25A16, GDA, LEU5; solute carrier family 25 (mitochondrial carrier protein), member 16
df	oid	8917	loc	K12618	XRN1, SEP1, KEM1; 5'-3' exoribonuclease 1 [EC:3.1.13.-]
df	oid	8918	loc		
df	oid	8919	loc		
df	oid	8920	loc		
df	oid	8921	loc		
df	oid	8922	loc		
df	oid	8923	loc	K03115	CSNK2B; casein kinase II subunit beta
df	oid	8924	loc		
df	oid	8925	loc		
df	oid	8926	loc		
df	oid	8927	loc		
df	oid	8930	loc		
df	oid	8931	loc		
df	oid	8932	loc	K23741	MAN1B, MNS3; endoplasmic reticulum Man9GlcNAc2 1,2-alpha-mannosidase [EC:3.2.1.209]
df	oid	8933	loc	K03256	TRM6, GCD10; tRNA (adenine58-N1)-methyltransferase non-catalytic subunit
df	oid	8934	loc		
df	oid	8936	loc	K14454	GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]
df	oid	8937	loc	K02927	RP-L40e, RPL40, UBA52; ubiquitin-large subunit ribosomal protein L40e
df	oid	8942	loc	K02999	RPA1, POLR1A; DNA-directed RNA polymerase I subunit RPA1 [EC:2.7.7.6]
df	oid	8943	loc	K00940	ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]
df	oid	8944	loc	K20182	VPS33A; vacuolar protein sorting-associated protein 33A
df	oid	8945	loc		
df	oid	8946	loc		
df	oid	8947	loc	K10686	UBA3, UBE1C; NEDD8-activating enzyme E1 [EC:6.2.1.64]
df	oid	8949	loc		
df	oid	8950	loc	K02876	RP-L15, MRPL15, rplO; large subunit ribosomal protein L15
df	oid	8951	loc	K17788	MIC19; MICOS complex subunit MIC19
df	oid	8952	loc	K01259	pip; proline iminopeptidase [EC:3.4.11.5]
df	oid	8953	loc	K08073	PNKP; bifunctional polynucleotide phosphatase/kinase [EC:3.1.3.32 2.7.1.78]
df	oid	8954	loc	K20291	COG4, COD1; conserved oligomeric Golgi complex subunit 4
df	oid	8955	loc		
df	oid	8956	loc		
df	oid	8957	loc	K27706	ZC3H15, TMA46; zinc finger CCCH domain-containing protein 15
df	oid	8958	loc	K05543	DUS2; tRNA-dihydrouridine synthase 2 [EC:1.3.1.91]
df	oid	8959	loc	K01915	glnA, GLUL; glutamine synthetase [EC:6.3.1.2]
df	oid	8960	loc		
df	oid	8961	loc		
df	oid	8962	loc	K16261	YAT; yeast amino acid transporter
df	oid	8963	loc		
df	oid	8965	loc		
df	oid	8966	loc		
df	oid	8967	loc		
df	oid	8968	loc	K17785	IMMT, MIC60; MICOS complex subunit MIC60
df	oid	8969	loc	K01784	galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]
df	oid	8970	loc	K14642	YND1; golgi apyrase [EC:3.6.1.5]
df	oid	8971	loc		
df	oid	8972	loc	K03885	ndh; NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]
df	oid	8973	loc		
df	oid	8974	loc	K06867	K06867; uncharacterized protein
df	oid	8975	loc	K00140	mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
df	oid	8976	loc	K09490	HSPA5, BIP; endoplasmic reticulum chaperone BiP [EC:3.6.4.10]
df	oid	8977	loc	K11654	SMARCA5, SNF2H, ISWI; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:5.6.2.-]
df	oid	8978	loc	K06961	KRR1; ribosomal RNA assembly protein
df	oid	8979	loc		
df	oid	8980	loc	K24684	ZFAND1; AN1-type zinc finger protein 1
df	oid	8981	loc		
df	oid	8982	loc	K06875	PDCD5, TFAR19; programmed cell death protein 5
df	oid	8983	loc	K01560	E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]
df	oid	8984	loc		
df	oid	8986	loc		
df	oid	8987	loc		
df	oid	8988	loc	K17742	SOU1; sorbose reductase [EC:1.1.1.289]
df	oid	8989	loc		
df	oid	8990	loc	K18156	ATP23, XRCC6BP1; mitochondrial inner membrane protease ATP23 [EC:3.4.24.-]
df	oid	8991	loc		
df	oid	8992	loc	K13886	CORO1B_1C_6; coronin-1B/1C/6
df	oid	8993	loc	K18738	HEK; heterogeneous nuclear rnp K-like protein
df	oid	8994	loc		
df	oid	8996	loc		
df	oid	8997	loc	K08502	VAM7; regulator of vacuolar morphogenesis
df	oid	8998	loc		
df	oid	9000	loc	K17900	ATG15, AUT5; lipase ATG15 [EC:3.1.1.3]
df	oid	9001	loc	K14575	AFG2, DRG1, SPATA5; AAA family ATPase
df	oid	9002	loc	K18932	ZDHHC; palmitoyltransferase [EC:2.3.1.225]
df	oid	9003	loc	K26544	SEC14, SEC14L; phosphatidylinositol/phosphatidylcholine transfer protein
df	oid	9005	loc	K02516	PRMT5, HSL7; type II protein arginine methyltransferase [EC:2.1.1.320]
df	oid	9006	loc	K02947	RP-S10e, RPS10; small subunit ribosomal protein S10e
df	oid	9007	loc		
df	oid	9008	loc		
df	oid	9009	loc	K08333	PIK3R4, VPS15; phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]
df	oid	9010	loc		
df	oid	9011	loc	K15117	SLC25A34_35, OAC1; solute carrier family 25, member 34/35
df	oid	9012	loc		
df	oid	9013	loc		
df	oid	9014	loc	K09885	AQPF; aquaporin rerated protein, other eukaryote
df	oid	9015	loc	K09885	AQPF; aquaporin rerated protein, other eukaryote
df	oid	9016	loc	K03424	tatD; TatD DNase family protein [EC:3.1.21.-]
df	oid	9017	loc	K15192	BTAF1, MOT1; TATA-binding protein-associated factor [EC:5.6.2.-]
df	oid	9018	loc		
df	oid	9019	loc		
df	oid	9021	loc		
df	oid	9022	loc	K14809	DDX55, SPB4; ATP-dependent RNA helicase DDX55/SPB4 [EC:5.6.2.7]
df	oid	9023	loc	K11246	SHO1; SHO1 osmosensor
df	oid	9026	loc		
df	oid	9028	loc	K13289	CTSA, CPY; cathepsin A (carboxypeptidase C) [EC:3.4.16.5]
df	oid	9030	loc		
df	oid	9031	loc		
df	oid	9032	loc		
df	oid	9033	loc		
df	oid	9034	loc		
df	oid	9037	loc	K01689	ENO1_2_3, eno; enolase 1/2/3 [EC:4.2.1.11]
df	oid	9039	loc	K03846	ALG9; alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261]
df	oid	9042	loc	K04382	PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16]
df	oid	9043	loc		
df	oid	9045	loc		
df	oid	9048	loc	K03094	SKP1, CBF3D; S-phase kinase-associated protein 1
df	oid	9049	loc	K00987	CEG1; mRNA guanylyltransferase [EC:2.7.7.50]
df	oid	9050	loc	K01487	guaD, GDA; guanine deaminase [EC:3.5.4.3]
df	oid	9051	loc	K01613	psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]
df	oid	9052	loc		
df	oid	9053	loc	K10577	UBE2I, UBC9; ubiquitin-conjugating enzyme E2 I
df	oid	9054	loc	K06867	K06867; uncharacterized protein
df	oid	9055	loc		
df	oid	9057	loc		
df	oid	9058	loc		
df	oid	9059	loc		
df	oid	9060	loc		
df	oid	9064	loc	K03754	EIF2B2; translation initiation factor eIF-2B subunit beta
df	oid	9065	loc	K07513	ACAA1; acetyl-CoA acyltransferase 1 [EC:2.3.1.16]
df	oid	9066	loc	K12188	SNF8, EAP30; ESCRT-II complex subunit VPS22
df	oid	9067	loc	K20289	COG2; conserved oligomeric Golgi complex subunit 2
df	oid	9068	loc	K12398	AP3M; AP-3 complex subunit mu
df	oid	9069	loc	K13721	APE2; aminopeptidase 2 [EC:3.4.11.-]
df	oid	9070	loc		
df	oid	9071	loc	K20223	IPO7, RANBP7; importin-7
df	oid	9075	loc	K27389	RDS2, ERT1, GSM1; transcription activator of gluconeogenesis
df	oid	9076	loc		
df	oid	9077	loc		
df	oid	9079	loc	K00972	UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]
df	oid	9080	loc	K02140	ATPeFG, ATP5L, ATP20; F-type H+-transporting ATPase subunit g
df	oid	9081	loc		
df	oid	9082	loc		
df	oid	9083	loc	K27810	SUF4; protein suppressor of FRI 4
df	oid	9084	loc	K01663	HIS7; imidazole glycerol-phosphate synthase [EC:4.3.2.10]
df	oid	9085	loc	K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
df	oid	9086	loc	K26736	PA2G4, EBP1; ERBB-3 binding protein
df	oid	9087	loc		
df	oid	9088	loc	K00993	EPT1; ethanolaminephosphotransferase [EC:2.7.8.1]
df	oid	9090	loc	K21552	HOL; methyl halide transferase [EC:2.1.1.165]
df	oid	9091	loc		
df	oid	9092	loc		
df	oid	9093	loc		
df	oid	9094	loc		
df	oid	9095	loc		
df	oid	9096	loc	K18669	DYRK2_3_4; dual specificity tyrosine-phosphorylation-regulated kinase 2/3/4 [EC:2.7.12.1]
df	oid	9098	loc	K05681	ABCG2, CD338; ATP-binding cassette, subfamily G (WHITE), member 2
df	oid	9099	loc		
df	oid	9100	loc		
df	oid	9101	loc		
df	oid	9102	loc	K08150	SLC2A13, ITR; MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13
df	oid	9103	loc		
df	oid	9104	loc		
df	oid	9105	loc		
df	oid	9106	loc	K26400	quiC1, QA-4; 3-dehydroshikimate dehydratase [EC:4.2.1.118]
df	oid	9107	loc		
df	oid	9108	loc	K13103	TFIP11; tuftelin-interacting protein 11
df	oid	9109	loc	K12858	DDX23, PRP28; ATP-dependent RNA helicase DDX23/PRP28 [EC:5.6.2.7]
df	oid	9110	loc		
df	oid	9111	loc	K08493	VTI1; vesicle transport through interaction with t-SNAREs 1
df	oid	9112	loc	K08192	DAL5; MFS transporter, ACS family, DAL5 transporter family protein
df	oid	9113	loc	K00101	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
df	oid	9114	loc		
df	oid	9115	loc	K02737	PSMB5; 20S proteasome subunit beta 5 [EC:3.4.25.1]
df	oid	9118	loc		
df	oid	9119	loc		
df	oid	9120	loc	K12822	RBM25, S164; RNA-binding protein 25
df	oid	9121	loc	K02737	PSMB5; 20S proteasome subunit beta 5 [EC:3.4.25.1]
df	oid	9122	loc		
df	oid	9123	loc		
df	oid	9124	loc		
df	oid	9125	loc		
df	oid	9126	loc		
df	oid	9127	loc	K08486	STX1B_2_3; syntaxin 1B/2/3
df	oid	9128	loc		
df	oid	9129	loc	K23314	WRAP53, TCAB1; telomerase Cajal body protein 1
df	oid	9130	loc	K11090	LA, SSB; lupus La protein
df	oid	9131	loc	K28023	MFSD1; MFS transporter, Pht family, lysosomal dipeptide transporter
df	oid	9133	loc	K12849	PRPF38A; pre-mRNA-splicing factor 38A
df	oid	9134	loc	K02899	RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27
df	oid	9135	loc	K01182	IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]
df	oid	9137	loc	K08141	MAL; MFS transporter, SP family, general alpha glucoside:H+ symporter
df	oid	9138	loc	K10765	ALKBH1; alkylated DNA repair protein alkB homolog 1 [EC:1.14.11.51 4.2.99.18 1.14.11.-]
df	oid	9139	loc		
df	oid	9140	loc		
df	oid	9141	loc		
df	oid	9142	loc		
df	oid	9144	loc		
df	oid	9145	loc		
df	oid	9146	loc	K14548	UTP4, CIRH1A; U3 small nucleolar RNA-associated protein 4
df	oid	9147	loc		
df	oid	9148	loc	K15172	SUPT5H, SPT5; transcription elongation factor SPT5
df	oid	9149	loc	K02910	RP-L31e, RPL31; large subunit ribosomal protein L31e
df	oid	9150	loc	K02917	RP-L35Ae, RPL35A; large subunit ribosomal protein L35Ae
df	oid	9151	loc		
df	oid	9152	loc		
df	oid	9153	loc	K07305	msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
df	oid	9155	loc	K17804	TIM44; mitochondrial import inner membrane translocase subunit TIM44
df	oid	9157	loc		
df	oid	9158	loc		
df	oid	9159	loc		
df	oid	9160	loc		
df	oid	9161	loc		
df	oid	9162	loc	K14834	NOC3; nucleolar complex protein 3
df	oid	9163	loc		
df	oid	9164	loc		
df	oid	9165	loc	K02265	COX5B; cytochrome c oxidase subunit 5b
df	oid	9166	loc	K15376	GPHN; gephyrin [EC:2.10.1.1 2.7.7.75]
df	oid	9167	loc	K01893	NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]
df	oid	9168	loc	K10418	DYNLL; dynein light chain LC8-type
df	oid	9169	loc		
df	oid	9170	loc		
df	oid	9171	loc		
df	oid	9172	loc	K17794	TIM23; mitochondrial import inner membrane translocase subunit TIM23
df	oid	9173	loc	K09191	GTF3A; general transcription factor IIIA
df	oid	9174	loc		
df	oid	9176	loc	K00053	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
df	oid	9177	loc		
df	oid	9178	loc		
df	oid	9180	loc	K00474	TMLHE; trimethyllysine dioxygenase [EC:1.14.11.8]
df	oid	9181	loc		
df	oid	9182	loc	K15075	MET18, MMS19; DNA repair/transcription protein MET18/MMS19
df	oid	9183	loc	K04555	UBE2G2, UBC7; ubiquitin-conjugating enzyme E2 G2 [EC:2.3.2.23]
df	oid	9184	loc	K24810	IBTK; inhibitor of Bruton tyrosine kinase
df	oid	9185	loc	K02208	CDK8_11; cyclin-dependent kinase 8/11 [EC:2.7.11.22 2.7.11.23]
df	oid	9186	loc		
df	oid	9187	loc		
df	oid	9188	loc	K20495	CYP704B1; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80]
df	oid	9189	loc	K14301	NUP107, NUP84; nuclear pore complex protein Nup107
df	oid	9190	loc		
df	oid	9191	loc		
df	oid	9193	loc	K12185	VPS37; ESCRT-I complex subunit VPS37
df	oid	9196	loc		
df	oid	9197	loc		
df	oid	9198	loc	K00413	CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit
df	oid	9199	loc	K12366	ELMO1, CED12; engulfment and cell motility protein 1
df	oid	9200	loc		
df	oid	9202	loc		
df	oid	9203	loc	K16365	SGTA; small glutamine-rich tetratricopeptide repeat-containing protein alpha
df	oid	9204	loc		
df	oid	9205	loc	K14801	TSR4; pre-rRNA-processing protein TSR4
df	oid	9206	loc	K06628	CDC45; cell division control protein 45
df	oid	9209	loc		
df	oid	9210	loc	K02148	ATPeV1C, ATP6C; V-type H+-transporting ATPase subunit C
df	oid	9211	loc		
df	oid	9212	loc		
df	oid	9213	loc		
df	oid	9214	loc		
df	oid	9215	loc		
df	oid	9216	loc	K17989	SDS, SDH, CHA1; L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]
df	oid	9218	loc		
df	oid	9219	loc		
df	oid	9220	loc	K01923	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
df	oid	9221	loc	K13125	NOSIP; nitric oxide synthase-interacting protein
df	oid	9222	loc	K01620	ltaE; threonine aldolase [EC:4.1.2.48]
df	oid	9224	loc		
df	oid	9225	loc	K14565	NOP58; nucleolar protein 58
df	oid	9226	loc	K10599	PRPF19, PRP19; pre-mRNA-processing factor 19 [EC:2.3.2.27]
df	oid	9227	loc		
df	oid	9228	loc	K21996	SNX41_42; sorting nexin-41/42
df	oid	9229	loc	K03513	POLM; DNA polymerase mu [EC:2.7.7.7]
df	oid	9230	loc	K17605	PPP2R4, PTPA; serine/threonine-protein phosphatase 2A activator
df	oid	9231	loc	K11254	H4; histone H4
df	oid	9232	loc		
df	oid	9234	loc	K13690	CMT1; alpha-1,3-mannosyltransferase [EC:2.4.1.-]
df	oid	9235	loc	K17808	ZIM17, DNLZ, Tim15; mitochondrial protein import protein ZIM17
df	oid	9236	loc	K14782	AATF, BFR2; protein AATF/BFR2
df	oid	9237	loc	K17605	PPP2R4, PTPA; serine/threonine-protein phosphatase 2A activator
df	oid	9238	loc		
df	oid	9239	loc		
df	oid	9240	loc	K01852	LSS, ERG7; lanosterol synthase [EC:5.4.99.7]
df	oid	9241	loc	K17497	PMM; phosphomannomutase [EC:5.4.2.8]
df	oid	9242	loc		
df	oid	9243	loc		
df	oid	9244	loc	K25004	MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.53]
df	oid	9245	loc		
df	oid	9246	loc		
df	oid	9247	loc		
df	oid	9248	loc	K10632	BRAP; BRCA1-associated protein [EC:2.3.2.27]
df	oid	9249	loc		
df	oid	9250	loc	K07390	grxD, GLRX5; monothiol glutaredoxin
df	oid	9253	loc	K10590	TRIP12; E3 ubiquitin-protein ligase TRIP12 [EC:2.3.2.26]
df	oid	9254	loc		
df	oid	9255	loc	K04409	PAK1; p21-activated kinase 1 [EC:2.7.11.1]
df	oid	9256	loc		
df	oid	9257	loc		
df	oid	9258	loc		
df	oid	9259	loc	K13726	MEPB; metallopeptidase MepB [EC:3.4.24.-]
df	oid	9260	loc	K11827	AP2S1; AP-2 complex subunit sigma-1
df	oid	9261	loc		
df	oid	9262	loc	K01694	TRP; tryptophan synthase [EC:4.2.1.20]
df	oid	9265	loc	K02955	RP-S14e, RPS14; small subunit ribosomal protein S14e
df	oid	9266	loc	K14821	BUD20; bud site selection protein 20
df	oid	9267	loc	K00486	KMO; kynurenine 3-monooxygenase [EC:1.14.13.9]
df	oid	9268	loc		
df	oid	9269	loc		
df	oid	9270	loc		
df	oid	9272	loc	K04705	STAM; signal transducing adaptor molecule
df	oid	9273	loc		
df	oid	9274	loc	K15791	DHKTD1; 2-oxoadipate dehydrogenase E1 component [EC:1.2.4.-]
df	oid	9275	loc	K20523	SH3YL1; SH3 domain-containing YSC84-like protein 1
df	oid	9277	loc		
df	oid	9278	loc		
df	oid	9279	loc		
